ID;Data;Produto;Quantidade;Vendedor;Origem;País;Método_Transporte;Data_Entrega;Total
132109;25/08/2022;laranja;544;Vendedor 3;Recanto Verde;China;Barco;15/09/2022;3199
132110;24/02/2023;uva;51;Vendedor 36;Sítio Águas Claras;Brasil;Avião;16/03/2023;486
132111;07/10/2023;maçã;764;Vendedor 35;Terra Prometida;Chile;Avião;11/11/2023;3221
132112;15/03/2023;banana;538;Vendedor 31;Quinta dos Pinhais;Bélgica;Avião;14/04/2023;0
132113;04/01/2022;banana;686;Vendedor 31;Recanto Verde;Brasil;Barco;31/01/2022;2045
132114;25/06/2023;limão;31;Vendedor 17;Fazenda Luz da Lua;Estados Unidos;Caminhão;10/07/2023;1207
132115;15/08/2022;manga;382;Vendedor 41;Rancho Estrela Cadente;Índia;Caminhão;21/08/2022;1990
132116;13/01/2022;limão;557;Vendedor 15;Fazenda Luz da Lua;Coreia do Sul;Caminhão;15/02/2022;1142
132117;18/10/2022;maçã;918;Vendedor 26;Terra Prometida;Chile;Caminhão;02/11/2022;4035
132118;04/02/2022;maçã;146;Vendedor 31;Chácara Bela Vista;Países Baixos;Caminhão;12/02/2022;0
132119;13/01/2022;banana;654;Vendedor 20;Recanto Verde;Arábia Saudita;Trem;05/02/2022;2099
132120;03/11/2022;maçã;995;Vendedor 47;Terra Prometida;Alemanha;Avião;19/11/2022;844
132121;29/12/2022;limão;806;Vendedor 37;Fazenda Luz da Lua;Canadá;Trem;29/01/2023;2266
132122;22/12/2023;banana;710;Vendedor 15;Quinta dos Pinhais;Japão;Caminhão;22/01/2024;1807
132123;20/08/2022;limão;984;Vendedor 49;Fazenda Luz da Lua;Coreia do Sul;Barco;17/09/2022;4242
132124;16/02/2023;laranja;625;Vendedor 10;Quinta dos Pinhais;França;Caminhão;15/03/2023;2739
132125;10/07/2023;banana;992;Vendedor 10;Quinta dos Pinhais;Estados Unidos;Caminhão;15/07/2023;667
132126;09/07/2022;manga;120;Vendedor 29;Rancho Estrela Cadente;Itália;Caminhão;31/07/2022;2313
132127;12/06/2023;maçã;348;Vendedor 14;Terra Prometida;Chile;Caminhão;30/06/2023;1195
132128;10/10/2023;uva;659;Vendedor 47;Sítio Águas Claras;Brasil;Avião;03/11/2023;1850
132129;09/12/2023;limão;355;Vendedor 35;Fazenda Luz da Lua;Brasil;Avião;20/12/2023;2036
132130;14/04/2022;limão;246;Vendedor 29;Fazenda Luz da Lua;Japão;Caminhão;10/05/2022;1451
132131;29/05/2023;laranja;233;Vendedor 33;Recanto Verde;Reino Unido;Caminhão;04/06/2023;824
132132;19/09/2022;maçã;388;Vendedor 18;Terra Prometida;Estados Unidos;Avião;07/10/2022;632
132133;21/11/2023;laranja;765;Vendedor 5;Recanto Verde;Japão;Avião;18/12/2023;0
132134;08/04/2022;manga;737;Vendedor 21;Fazenda Sol Nascente;Rússia;Avião;11/05/2022;1769
132135;17/04/2023;uva;356;Vendedor 42;Sítio Águas Claras;Reino Unido;Caminhão;18/05/2023;1380
132136;28/12/2022;maçã;732;Vendedor 45;Terra Prometida;Índia;Caminhão;06/01/2023;1164
132137;09/07/2022;uva;151;Vendedor 50;Refúgio do Vale;México;Trem;25/07/2022;0
132138;03/08/2023;limão;622;Vendedor 41;Fazenda Luz da Lua;Estados Unidos;Caminhão;28/08/2023;3790
132139;28/08/2023;uva;62;Vendedor 38;Refúgio do Vale;Arábia Saudita;Caminhão;07/09/2023;842
132140;07/01/2022;maçã;140;Vendedor 39;Chácara Bela Vista;Rússia;Caminhão;26/01/2022;2793
132141;12/11/2023;maçã;334;Vendedor 9;Chácara Bela Vista;Espanha;Barco;16/12/2023;1230
132142;23/01/2022;maçã;80;Vendedor 45;Chácara Bela Vista;Rússia;Avião;19/02/2022;2411
132143;01/01/2023;banana;330;Vendedor 49;Quinta dos Pinhais;Coreia do Sul;Barco;01/02/2023;510
132144;19/02/2022;manga;60;Vendedor 5;Fazenda Sol Nascente;Coreia do Sul;Caminhão;26/02/2022;0
132145;10/12/2023;banana;83;Vendedor 8;Recanto Verde;França;Avião;24/12/2023;3634
132146;27/04/2022;limão;683;Vendedor 6;Fazenda Luz da Lua;Itália;Caminhão;19/05/2022;0
132147;11/03/2023;maçã;325;Vendedor 37;Chácara Bela Vista;Chile;Barco;01/04/2023;3071
132148;26/11/2022;maçã;477;Vendedor 9;Chácara Bela Vista;Arábia Saudita;Caminhão;17/12/2022;2454
132149;11/04/2023;laranja;904;Vendedor 33;Quinta dos Pinhais;China;Caminhão;06/05/2023;2867
132150;12/04/2022;uva;284;Vendedor 7;Refúgio do Vale;Chile;Caminhão;08/05/2022;3386
132151;17/05/2023;maçã;208;Vendedor 31;Chácara Bela Vista;Rússia;Trem;21/06/2023;990
132152;15/12/2023;maçã;57;Vendedor 45;Chácara Bela Vista;Países Baixos;Barco;04/01/2024;3270
132153;06/04/2023;banana;229;Vendedor 21;Quinta dos Pinhais;Itália;Caminhão;01/05/2023;1745
132154;09/11/2023;maçã;478;Vendedor 18;Chácara Bela Vista;Japão;Avião;13/12/2023;1901
132155;14/11/2023;maçã;799;Vendedor 29;Chácara Bela Vista;Espanha;Barco;27/11/2023;916
132156;23/09/2022;banana;276;Vendedor 17;Quinta dos Pinhais;Coreia do Sul;Caminhão;19/10/2022;3901
132157;09/10/2022;limão;699;Vendedor 37;Fazenda Luz da Lua;Reino Unido;Caminhão;20/10/2022;1699
132158;19/12/2023;maçã;923;Vendedor 17;Chácara Bela Vista;Arábia Saudita;Caminhão;01/01/2024;1032
132159;22/04/2023;limão;996;Vendedor 38;Fazenda Luz da Lua;Chile;Avião;25/05/2023;4254
132160;16/08/2022;melancia;813;Vendedor 5;Fazenda Campo Sereno;Bélgica;Avião;21/08/2022;823
132161;03/06/2023;banana;647;Vendedor 4;Recanto Verde;México;Trem;15/06/2023;2801
132162;06/09/2023;banana;8;Vendedor 43;Recanto Verde;Bélgica;Caminhão;01/10/2023;0
132163;07/06/2023;maçã;738;Vendedor 31;Chácara Bela Vista;Países Baixos;Avião;12/07/2023;0
132164;27/04/2023;banana;252;Vendedor 4;Recanto Verde;China;Caminhão;28/05/2023;0
132165;27/09/2023;melancia;6;Vendedor 23;Fazenda Campo Sereno;Chile;Caminhão;04/10/2023;2214
132166;24/04/2022;limão;642;Vendedor 39;Fazenda Luz da Lua;Estados Unidos;Caminhão;12/05/2022;3597
132167;28/08/2022;laranja;426;Vendedor 30;Quinta dos Pinhais;Arábia Saudita;Caminhão;17/09/2022;0
132168;02/06/2022;limão;716;Vendedor 19;Fazenda Luz da Lua;Estados Unidos;Caminhão;19/06/2022;889
132169;16/08/2022;limão;207;Vendedor 4;Fazenda Luz da Lua;Espanha;Avião;31/08/2022;474
132170;29/12/2022;maçã;173;Vendedor 2;Chácara Bela Vista;Chile;Caminhão;26/01/2023;0
132171;11/02/2023;melancia;77;Vendedor 23;Fazenda Campo Sereno;Índia;Barco;01/03/2023;3220
132172;27/12/2022;limão;587;Vendedor 4;Fazenda Luz da Lua;Espanha;Avião;13/01/2023;1219
132173;03/10/2022;laranja;232;Vendedor 39;Quinta dos Pinhais;China;Barco;10/10/2022;974
132174;21/10/2023;limão;42;Vendedor 8;Fazenda Luz da Lua;Arábia Saudita;Caminhão;16/11/2023;1450
132175;14/06/2023;uva;906;Vendedor 15;Sítio Águas Claras;Índia;Caminhão;20/06/2023;0
132176;30/05/2023;limão;609;Vendedor 44;Fazenda Luz da Lua;Chile;Caminhão;08/06/2023;1801
132177;09/07/2022;laranja;642;Vendedor 35;Recanto Verde;Estados Unidos;Avião;27/07/2022;2237
132178;27/12/2022;maçã;773;Vendedor 6;Chácara Bela Vista;Índia;Caminhão;24/01/2023;1171
132179;29/06/2022;maçã;303;Vendedor 34;Terra Prometida;China;Avião;03/08/2022;1527
132180;24/10/2023;maçã;843;Vendedor 21;Terra Prometida;Coreia do Sul;Barco;31/10/2023;1219
132181;04/05/2023;limão;277;Vendedor 46;Fazenda Luz da Lua;Países Baixos;Caminhão;18/05/2023;0
132182;22/01/2022;laranja;290;Vendedor 25;Quinta dos Pinhais;México;Caminhão;04/02/2022;4179
132183;12/08/2022;limão;778;Vendedor 37;Fazenda Luz da Lua;França;Caminhão;30/08/2022;1047
132184;05/09/2023;manga;215;Vendedor 7;Fazenda Sol Nascente;Reino Unido;Caminhão;05/10/2023;166
132185;16/06/2023;limão;784;Vendedor 19;Fazenda Luz da Lua;Países Baixos;Caminhão;09/07/2023;419
132186;04/03/2023;manga;86;Vendedor 28;Fazenda Sol Nascente;Estados Unidos;Caminhão;22/03/2023;779
132187;15/03/2022;limão;370;Vendedor 44;Fazenda Luz da Lua;Argentina;Caminhão;29/03/2022;1972
132188;16/03/2023;banana;687;Vendedor 24;Quinta dos Pinhais;Países Baixos;Avião;01/04/2023;2687
132189;23/09/2022;manga;412;Vendedor 8;Fazenda Sol Nascente;Japão;Caminhão;18/10/2022;622
132190;22/12/2022;limão;582;Vendedor 14;Fazenda Luz da Lua;Itália;Caminhão;18/01/2023;2856
132191;15/07/2022;limão;163;Vendedor 47;Fazenda Luz da Lua;Itália;Caminhão;02/08/2022;1395
132192;27/06/2022;melancia;82;Vendedor 28;Fazenda Campo Sereno;França;Caminhão;25/07/2022;0
132193;17/06/2022;limão;517;Vendedor 9;Fazenda Luz da Lua;México;Caminhão;21/07/2022;3253
132194;13/02/2022;banana;802;Vendedor 29;Quinta dos Pinhais;Reino Unido;Caminhão;21/02/2022;1233
132195;26/11/2022;uva;161;Vendedor 50;Sítio Águas Claras;Brasil;Avião;29/12/2022;1481
132196;26/06/2022;banana;977;Vendedor 27;Quinta dos Pinhais;França;Trem;04/07/2022;1866
132197;07/11/2022;limão;703;Vendedor 8;Fazenda Luz da Lua;Países Baixos;Caminhão;19/11/2022;2248
132198;30/12/2022;manga;178;Vendedor 20;Fazenda Sol Nascente;Estados Unidos;Caminhão;01/02/2023;1666
132199;27/09/2023;laranja;207;Vendedor 9;Recanto Verde;Itália;Caminhão;14/10/2023;0
132200;01/05/2023;manga;806;Vendedor 36;Rancho Estrela Cadente;Rússia;Barco;30/05/2023;3607
132201;01/05/2023;banana;341;Vendedor 34;Quinta dos Pinhais;Países Baixos;Trem;19/05/2023;2880
132202;19/11/2022;limão;47;Vendedor 29;Fazenda Luz da Lua;China;Caminhão;03/12/2022;1674
132203;20/10/2022;maçã;535;Vendedor 49;Chácara Bela Vista;Índia;Avião;16/11/2022;2947
132204;03/09/2023;manga;532;Vendedor 1;Rancho Estrela Cadente;Alemanha;Avião;01/10/2023;1255
132205;03/06/2022;manga;129;Vendedor 10;Rancho Estrela Cadente;Alemanha;Caminhão;29/06/2022;1924
132206;19/01/2023;limão;205;Vendedor 42;Fazenda Luz da Lua;Espanha;Caminhão;01/02/2023;0
132207;14/06/2023;laranja;223;Vendedor 35;Quinta dos Pinhais;Alemanha;Avião;24/06/2023;0
132208;16/08/2023;limão;162;Vendedor 14;Fazenda Luz da Lua;México;Caminhão;25/08/2023;2078
132209;17/08/2023;limão;874;Vendedor 6;Fazenda Luz da Lua;Alemanha;Caminhão;15/09/2023;708
132210;20/06/2022;laranja;919;Vendedor 42;Recanto Verde;Bélgica;Caminhão;14/07/2022;2245
132211;15/02/2022;laranja;998;Vendedor 36;Recanto Verde;Coreia do Sul;Caminhão;03/03/2022;2891
132212;06/01/2022;uva;662;Vendedor 3;Refúgio do Vale;Estados Unidos;Avião;27/01/2022;0
132213;16/08/2023;uva;641;Vendedor 1;Sítio Águas Claras;Espanha;Avião;30/08/2023;2804
132214;28/05/2023;maçã;205;Vendedor 9;Chácara Bela Vista;Japão;Avião;30/06/2023;0
132215;05/02/2022;maçã;836;Vendedor 35;Chácara Bela Vista;Espanha;Caminhão;07/03/2022;0
132216;14/02/2022;maçã;129;Vendedor 20;Chácara Bela Vista;Argentina;Avião;02/03/2022;0
132217;06/07/2023;laranja;65;Vendedor 48;Recanto Verde;Argentina;Caminhão;25/07/2023;2352
132218;09/04/2023;banana;442;Vendedor 20;Recanto Verde;Rússia;Caminhão;19/04/2023;421
132219;29/10/2023;uva;768;Vendedor 12;Sítio Águas Claras;França;Caminhão;17/11/2023;2984
132220;18/08/2023;limão;785;Vendedor 8;Fazenda Luz da Lua;Estados Unidos;Avião;02/09/2023;1873
132221;16/07/2022;manga;498;Vendedor 26;Rancho Estrela Cadente;Estados Unidos;Avião;20/08/2022;4670
132222;19/04/2023;limão;302;Vendedor 2;Fazenda Luz da Lua;Índia;Barco;14/05/2023;2719
132223;04/08/2022;limão;698;Vendedor 20;Fazenda Luz da Lua;Estados Unidos;Avião;06/09/2022;0
132224;23/02/2023;uva;445;Vendedor 21;Sítio Águas Claras;Chile;Avião;14/03/2023;231
132225;23/11/2023;banana;257;Vendedor 15;Quinta dos Pinhais;Canadá;Caminhão;04/12/2023;1045
132226;26/10/2022;limão;897;Vendedor 30;Fazenda Luz da Lua;Arábia Saudita;Avião;04/11/2022;0
132227;15/11/2022;maçã;789;Vendedor 42;Terra Prometida;China;Avião;08/12/2022;4169
132228;11/01/2022;maçã;535;Vendedor 33;Terra Prometida;França;Caminhão;10/02/2022;1367
132229;21/06/2022;banana;255;Vendedor 44;Recanto Verde;Bélgica;Barco;20/07/2022;0
132230;03/07/2023;maçã;595;Vendedor 45;Chácara Bela Vista;Arábia Saudita;Barco;23/07/2023;677
132231;22/11/2023;banana;625;Vendedor 11;Recanto Verde;Países Baixos;Avião;09/12/2023;3932
132232;07/11/2023;limão;581;Vendedor 26;Fazenda Luz da Lua;Países Baixos;Caminhão;12/12/2023;3805
132233;16/11/2023;limão;650;Vendedor 25;Fazenda Luz da Lua;Alemanha;Caminhão;04/12/2023;0
132234;26/02/2022;maçã;565;Vendedor 24;Terra Prometida;Japão;Avião;04/03/2022;0
132235;29/08/2022;limão;564;Vendedor 46;Fazenda Luz da Lua;Índia;Barco;13/09/2022;385
132236;27/05/2023;uva;68;Vendedor 24;Refúgio do Vale;Japão;Caminhão;14/06/2023;3857
132237;22/09/2022;banana;443;Vendedor 8;Recanto Verde;Chile;Barco;05/10/2022;0
132238;15/03/2023;limão;821;Vendedor 23;Fazenda Luz da Lua;México;Avião;23/03/2023;2659
132239;12/12/2023;uva;224;Vendedor 34;Refúgio do Vale;Índia;Avião;20/12/2023;0
132240;14/07/2022;manga;306;Vendedor 37;Fazenda Sol Nascente;Argentina;Avião;31/07/2022;0
132241;28/03/2022;banana;754;Vendedor 9;Quinta dos Pinhais;Chile;Avião;30/04/2022;1959
132242;25/08/2023;limão;72;Vendedor 30;Fazenda Luz da Lua;Itália;Barco;21/09/2023;0
132243;30/05/2023;limão;616;Vendedor 35;Fazenda Luz da Lua;Reino Unido;Caminhão;22/06/2023;1580
132244;02/09/2023;manga;230;Vendedor 5;Fazenda Sol Nascente;Coreia do Sul;Avião;28/09/2023;3869
132245;20/12/2023;maçã;872;Vendedor 19;Terra Prometida;Coreia do Sul;Caminhão;31/12/2023;2827
132246;10/12/2022;limão;224;Vendedor 15;Fazenda Luz da Lua;México;Caminhão;28/12/2022;264
132247;09/02/2022;maçã;86;Vendedor 42;Terra Prometida;Rússia;Caminhão;15/02/2022;2258
132248;12/06/2023;limão;323;Vendedor 9;Fazenda Luz da Lua;Brasil;Caminhão;04/07/2023;1430
132249;08/12/2022;limão;163;Vendedor 14;Fazenda Luz da Lua;China;Caminhão;17/12/2022;2368
132250;25/07/2023;manga;893;Vendedor 30;Rancho Estrela Cadente;Canadá;Caminhão;09/08/2023;781
132251;18/09/2022;manga;322;Vendedor 5;Rancho Estrela Cadente;Países Baixos;Caminhão;27/09/2022;1725
132252;06/10/2022;limão;122;Vendedor 43;Fazenda Luz da Lua;Países Baixos;Caminhão;15/10/2022;2604
132253;26/04/2022;limão;437;Vendedor 17;Fazenda Luz da Lua;China;Caminhão;25/05/2022;0
132254;14/02/2022;maçã;242;Vendedor 35;Terra Prometida;Países Baixos;Barco;17/03/2022;2510
132255;24/10/2022;banana;399;Vendedor 13;Quinta dos Pinhais;México;Caminhão;21/11/2022;1946
132256;21/06/2022;limão;234;Vendedor 11;Fazenda Luz da Lua;Rússia;Avião;20/07/2022;1708
132257;14/02/2022;laranja;193;Vendedor 42;Quinta dos Pinhais;Espanha;Caminhão;05/03/2022;2117
132258;18/08/2023;manga;499;Vendedor 1;Rancho Estrela Cadente;Itália;Avião;12/09/2023;3015
132259;16/08/2023;limão;230;Vendedor 45;Fazenda Luz da Lua;Arábia Saudita;Avião;23/08/2023;0
132260;27/07/2023;limão;665;Vendedor 9;Fazenda Luz da Lua;Países Baixos;Caminhão;28/08/2023;0
132261;15/09/2022;maçã;346;Vendedor 28;Terra Prometida;Alemanha;Caminhão;12/10/2022;2586
132262;08/02/2023;limão;682;Vendedor 4;Fazenda Luz da Lua;Rússia;Caminhão;17/02/2023;3063
132263;22/12/2022;limão;716;Vendedor 24;Fazenda Luz da Lua;México;Avião;17/01/2023;3709
132264;08/03/2022;melancia;70;Vendedor 37;Fazenda Campo Sereno;Estados Unidos;Barco;30/03/2022;591
132265;29/06/2022;maçã;479;Vendedor 39;Chácara Bela Vista;Bélgica;Avião;04/07/2022;557
132266;26/08/2023;maçã;843;Vendedor 40;Chácara Bela Vista;México;Barco;28/09/2023;1992
132267;24/10/2023;manga;222;Vendedor 50;Rancho Estrela Cadente;Itália;Avião;15/11/2023;3059
132268;14/08/2022;uva;258;Vendedor 42;Sítio Águas Claras;México;Avião;25/08/2022;3602
132269;15/11/2022;maçã;453;Vendedor 34;Terra Prometida;Reino Unido;Barco;17/12/2022;1209
132270;26/06/2022;banana;564;Vendedor 47;Recanto Verde;Coreia do Sul;Caminhão;31/07/2022;2452
132271;08/01/2022;maçã;617;Vendedor 3;Chácara Bela Vista;Canadá;Avião;22/01/2022;2855
132272;22/05/2023;banana;324;Vendedor 40;Recanto Verde;Japão;Avião;15/06/2023;2137
132273;05/08/2022;banana;801;Vendedor 26;Recanto Verde;México;Avião;20/08/2022;2017
132274;19/06/2023;manga;488;Vendedor 48;Fazenda Sol Nascente;Japão;Caminhão;04/07/2023;542
132275;28/01/2022;maçã;677;Vendedor 4;Chácara Bela Vista;Itália;Caminhão;20/02/2022;188
132276;12/05/2023;limão;70;Vendedor 29;Fazenda Luz da Lua;Reino Unido;Avião;03/06/2023;332
132277;06/03/2023;laranja;824;Vendedor 6;Quinta dos Pinhais;Itália;Caminhão;20/03/2023;0
132278;19/03/2023;manga;996;Vendedor 25;Fazenda Sol Nascente;Argentina;Avião;17/04/2023;27
132279;13/08/2023;melancia;610;Vendedor 19;Fazenda Campo Sereno;Rússia;Avião;01/09/2023;3448
132280;18/08/2023;laranja;852;Vendedor 21;Quinta dos Pinhais;China;Caminhão;24/08/2023;1352
132281;11/09/2023;laranja;796;Vendedor 44;Quinta dos Pinhais;Rússia;Avião;24/09/2023;412
132282;24/04/2022;limão;713;Vendedor 6;Fazenda Luz da Lua;Rússia;Caminhão;26/05/2022;1254
132283;01/11/2022;uva;978;Vendedor 1;Refúgio do Vale;México;Avião;16/11/2022;1129
132284;10/05/2022;limão;751;Vendedor 1;Fazenda Luz da Lua;Itália;Avião;01/06/2022;3301
132285;24/04/2022;limão;542;Vendedor 20;Fazenda Luz da Lua;Espanha;Caminhão;06/05/2022;451
132286;13/02/2022;banana;839;Vendedor 50;Recanto Verde;Arábia Saudita;Avião;28/02/2022;2386
132287;05/04/2023;laranja;958;Vendedor 14;Recanto Verde;Itália;Caminhão;17/04/2023;266
132288;09/12/2023;maçã;852;Vendedor 17;Chácara Bela Vista;Estados Unidos;Caminhão;13/01/2024;2382
132289;18/02/2022;limão;255;Vendedor 17;Fazenda Luz da Lua;Itália;Caminhão;17/03/2022;50
132290;25/04/2022;laranja;808;Vendedor 11;Recanto Verde;Reino Unido;Caminhão;30/05/2022;2587
132291;23/10/2022;limão;865;Vendedor 30;Fazenda Luz da Lua;Alemanha;Trem;25/11/2022;0
132292;17/09/2022;limão;422;Vendedor 9;Fazenda Luz da Lua;Chile;Caminhão;20/10/2022;2230
132293;12/10/2023;maçã;161;Vendedor 49;Chácara Bela Vista;México;Barco;24/10/2023;3737
132294;27/11/2023;maçã;43;Vendedor 20;Chácara Bela Vista;China;Caminhão;21/12/2023;3210
132295;26/05/2022;maçã;54;Vendedor 49;Chácara Bela Vista;Estados Unidos;Caminhão;27/06/2022;4414
132296;05/12/2022;maçã;173;Vendedor 50;Terra Prometida;Estados Unidos;Avião;23/12/2022;2332
132297;22/05/2023;maçã;423;Vendedor 1;Chácara Bela Vista;Países Baixos;Trem;05/06/2023;0
132298;06/10/2022;manga;471;Vendedor 38;Fazenda Sol Nascente;Japão;Caminhão;05/11/2022;452
132299;01/03/2023;maçã;338;Vendedor 6;Chácara Bela Vista;Rússia;Caminhão;30/03/2023;722
132300;04/02/2023;maçã;809;Vendedor 16;Terra Prometida;Rússia;Caminhão;12/02/2023;912
132301;26/05/2022;limão;134;Vendedor 7;Fazenda Luz da Lua;Itália;Caminhão;15/06/2022;3378
132302;05/05/2022;laranja;289;Vendedor 26;Recanto Verde;Japão;Avião;16/05/2022;0
132303;11/12/2022;uva;286;Vendedor 27;Refúgio do Vale;Coreia do Sul;Barco;27/12/2022;1252
132304;26/05/2022;maçã;473;Vendedor 11;Terra Prometida;México;Avião;22/06/2022;524
132305;08/08/2022;limão;593;Vendedor 37;Fazenda Luz da Lua;Argentina;Avião;26/08/2022;4505
132306;15/10/2023;banana;598;Vendedor 24;Quinta dos Pinhais;Arábia Saudita;Caminhão;02/11/2023;654
132307;01/01/2022;uva;336;Vendedor 14;Sítio Águas Claras;Estados Unidos;Caminhão;10/01/2022;0
132308;18/01/2023;laranja;918;Vendedor 40;Quinta dos Pinhais;Japão;Trem;28/01/2023;1404
132309;10/02/2023;melancia;585;Vendedor 6;Fazenda Campo Sereno;Japão;Caminhão;19/02/2023;0
132310;22/07/2023;maçã;191;Vendedor 2;Chácara Bela Vista;Canadá;Caminhão;19/08/2023;560
132311;29/08/2022;banana;306;Vendedor 26;Recanto Verde;Brasil;Barco;21/09/2022;0
132312;29/04/2022;banana;207;Vendedor 17;Recanto Verde;Canadá;Barco;18/05/2022;0
132313;07/04/2023;limão;76;Vendedor 44;Fazenda Luz da Lua;Japão;Caminhão;12/05/2023;1526
132314;27/12/2023;manga;517;Vendedor 19;Fazenda Sol Nascente;Países Baixos;Avião;20/01/2024;1778
132315;17/06/2023;laranja;224;Vendedor 12;Recanto Verde;Rússia;Avião;28/06/2023;0
132316;10/07/2022;banana;238;Vendedor 12;Recanto Verde;Rússia;Caminhão;21/07/2022;0
132317;15/07/2023;limão;184;Vendedor 10;Fazenda Luz da Lua;França;Trem;10/08/2023;1494
132318;04/03/2022;uva;459;Vendedor 5;Sítio Águas Claras;China;Caminhão;13/03/2022;257
132319;01/01/2023;banana;413;Vendedor 33;Quinta dos Pinhais;Itália;Caminhão;18/01/2023;0
132320;10/04/2023;banana;967;Vendedor 10;Quinta dos Pinhais;Bélgica;Avião;15/05/2023;147
132321;17/02/2022;banana;238;Vendedor 6;Quinta dos Pinhais;Reino Unido;Avião;22/03/2022;3350
132322;24/09/2023;manga;85;Vendedor 35;Rancho Estrela Cadente;México;Avião;29/09/2023;2688
132323;15/09/2022;manga;781;Vendedor 37;Fazenda Sol Nascente;Espanha;Avião;04/10/2022;0
132324;05/01/2023;uva;448;Vendedor 6;Sítio Águas Claras;Espanha;Caminhão;17/01/2023;0
132325;31/05/2022;uva;873;Vendedor 41;Refúgio do Vale;Canadá;Caminhão;03/07/2022;2544
132326;26/11/2022;maçã;275;Vendedor 8;Chácara Bela Vista;China;Caminhão;04/12/2022;0
132327;13/12/2023;laranja;604;Vendedor 18;Quinta dos Pinhais;Bélgica;Avião;04/01/2024;0
132328;01/09/2023;laranja;650;Vendedor 3;Quinta dos Pinhais;Bélgica;Avião;11/09/2023;2474
132329;31/01/2023;maçã;867;Vendedor 46;Chácara Bela Vista;Rússia;Caminhão;19/02/2023;2886
132330;21/01/2022;banana;159;Vendedor 40;Recanto Verde;Argentina;Avião;29/01/2022;1112
132331;18/07/2022;uva;846;Vendedor 39;Sítio Águas Claras;Alemanha;Barco;11/08/2022;3889
132332;30/03/2023;laranja;971;Vendedor 23;Quinta dos Pinhais;Chile;Caminhão;19/04/2023;985
132333;12/04/2023;limão;806;Vendedor 43;Fazenda Luz da Lua;Canadá;Avião;20/04/2023;0
132334;23/05/2022;manga;848;Vendedor 7;Fazenda Sol Nascente;Bélgica;Avião;12/06/2022;1213
132335;04/11/2023;uva;174;Vendedor 33;Sítio Águas Claras;Bélgica;Caminhão;07/12/2023;4212
132336;01/09/2022;uva;459;Vendedor 2;Sítio Águas Claras;Brasil;Avião;29/09/2022;0
132337;24/03/2023;limão;493;Vendedor 29;Fazenda Luz da Lua;Japão;Barco;28/04/2023;3253
132338;06/04/2023;banana;351;Vendedor 47;Recanto Verde;Brasil;Caminhão;05/05/2023;226
132339;02/03/2022;maçã;109;Vendedor 31;Chácara Bela Vista;Espanha;Trem;23/03/2022;3261
132340;20/11/2023;uva;780;Vendedor 34;Refúgio do Vale;México;Avião;03/12/2023;547
132341;05/09/2023;maçã;634;Vendedor 44;Chácara Bela Vista;França;Caminhão;07/10/2023;0
132342;10/08/2022;maçã;9;Vendedor 6;Chácara Bela Vista;Brasil;Avião;24/08/2022;0
132343;16/05/2023;limão;732;Vendedor 15;Fazenda Luz da Lua;Chile;Avião;16/06/2023;420
132344;20/02/2023;laranja;697;Vendedor 48;Quinta dos Pinhais;Espanha;Caminhão;18/03/2023;0
132345;03/11/2022;uva;970;Vendedor 47;Refúgio do Vale;Argentina;Caminhão;01/12/2022;3576
132346;18/08/2022;limão;466;Vendedor 43;Fazenda Luz da Lua;Estados Unidos;Caminhão;06/09/2022;2736
132347;15/07/2023;maçã;695;Vendedor 20;Terra Prometida;Bélgica;Caminhão;09/08/2023;2203
132348;15/03/2023;limão;94;Vendedor 36;Fazenda Luz da Lua;França;Avião;04/04/2023;2356
132349;05/01/2022;uva;800;Vendedor 28;Refúgio do Vale;Espanha;Barco;30/01/2022;3145
132350;28/01/2023;uva;298;Vendedor 49;Refúgio do Vale;Reino Unido;Barco;10/02/2023;1490
132351;13/02/2023;uva;186;Vendedor 1;Refúgio do Vale;China;Caminhão;24/02/2023;1524
132352;02/09/2023;banana;883;Vendedor 46;Quinta dos Pinhais;Canadá;Caminhão;10/09/2023;0
132353;27/07/2022;banana;868;Vendedor 31;Quinta dos Pinhais;Argentina;Avião;30/08/2022;1386
132354;21/02/2023;maçã;673;Vendedor 23;Terra Prometida;Índia;Barco;25/03/2023;1703
132355;28/09/2022;limão;872;Vendedor 23;Fazenda Luz da Lua;Rússia;Avião;28/10/2022;2928
132356;18/01/2023;banana;521;Vendedor 37;Recanto Verde;Países Baixos;Caminhão;28/01/2023;327
132357;01/03/2022;limão;244;Vendedor 9;Fazenda Luz da Lua;Brasil;Barco;21/03/2022;0
132358;19/12/2022;maçã;342;Vendedor 45;Chácara Bela Vista;Estados Unidos;Caminhão;08/01/2023;2593
132359;04/01/2022;uva;727;Vendedor 14;Sítio Águas Claras;México;Caminhão;06/02/2022;760
132360;07/05/2022;laranja;408;Vendedor 1;Recanto Verde;México;Barco;29/05/2022;1864
132361;05/08/2022;banana;349;Vendedor 23;Recanto Verde;México;Avião;01/09/2022;1782
132362;06/04/2023;laranja;295;Vendedor 27;Recanto Verde;Índia;Caminhão;04/05/2023;2382
132363;09/05/2023;uva;329;Vendedor 50;Sítio Águas Claras;Bélgica;Avião;21/05/2023;2934
132364;10/02/2023;maçã;942;Vendedor 14;Chácara Bela Vista;Arábia Saudita;Caminhão;21/02/2023;3028
